crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L12.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,12,18,12,True,2758.6,104,2628,2289,2880,222.1,-2.98,2632,4882,1789,1381,3
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L13.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,13,18,13,True,3002.5,166,2880,2539,3204,222.1,-2.98,2632,4882,1789,1381,4
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L14.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,14,18,14,True,3327.2,1970,3204,2402,3442,222.1,-2.98,2632,4882,1789,1381,1
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L15.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,15,18,15,True,3627.1,48,3442,2400,3758,222.1,-2.98,2632,4882,1789,1381,4
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L16.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,16,18,16,True,3890.3,518,3758,2344,4001,222.1,-2.98,2632,4882,1789,1381,5
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L17.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,17,18,17,True,4112.4,505,4001,2215,4215,222.1,-2.98,2632,4882,1789,1381,5
samples/ebl/NBC.7278/lines/NBC.7278__obverse__L18.jpg,NBC.7278__obverse,NBC.7278,OB,obverse,18,18,18,True,4318.9,14,4215,2179,4496,222.1,-2.98,2632,4882,1789,1381,5
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L01.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,1,7,1,True,231.2,229,90,2598,307,229.6,-3.02,2620,4840,1813,7435,6
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L02.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,2,7,2,True,383.0,230,307,2620,475,229.6,-3.02,2620,4840,1813,7435,6
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L03.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,3,7,3,True,568.6,221,475,2392,685,229.6,-3.02,2620,4840,1813,7435,2
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L04.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,4,7,4,True,802.7,217,685,2518,915,229.6,-3.02,2620,4840,1813,7435,6
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L05.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,5,7,5,True,1027.8,192,915,2473,2582,229.6,-3.02,2620,4840,1813,7435,4
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L06.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,6,7,6,True,4181.6,0,2582,2221,4323,229.6,-3.02,2620,4840,1813,7435,7
samples/ebl/NBC.7278/lines/NBC.7278__reverse__L07.jpg,NBC.7278__reverse,NBC.7278,OB,reverse,7,7,7,True,4465.1,50,4323,1928,4651,229.6,-3.02,2620,4840,1813,7435,4
samples/ebl/YBC.13099/lines/YBC.13099__bottom__L01.jpg,YBC.13099__bottom,YBC.13099,OB,bottom,1,1,6,True,628.2,163,475,1883,1031,479.7,-7.07,2146,1594,1885,2833,5
samples/ebl/YBC.13099/lines/YBC.13099__obverse__L01.jpg,YBC.13099__obverse,YBC.13099,OB,obverse,1,5,1,True,493.3,168,288,1838,661,286.5,-4.08,1838,1976,2039,1163,4
samples/ebl/YBC.13099/lines/YBC.13099__obverse__L02.jpg,YBC.13099__obverse,YBC.13099,OB,obverse,2,5,2,True,829.0,166,661,1724,983,286.5,-4.08,1838,1976,2039,1163,4
samples/ebl/YBC.13099/lines/YBC.13099__obverse__L03.jpg,YBC.13099__obverse,YBC.13099,OB,obverse,3,5,3,True,1138.9,114,983,1773,1270,286.5,-4.08,1838,1976,2039,1163,3
samples/ebl/YBC.13099/lines/YBC.13099__obverse__L04.jpg,YBC.13099__obverse,YBC.13099,OB,obverse,4,5,4,True,1401.6,43,1270,1659,1533,286.5,-4.08,1838,1976,2039,1163,3
samples/ebl/YBC.13099/lines/YBC.13099__obverse__L05.jpg,YBC.13099__obverse,YBC.13099,OB,obverse,5,5,5,True,1664.7,107,1533,1464,1862,286.5,-4.08,1838,1976,2039,1163,4
samples/ebl/YBC.13099/lines/YBC.13099__reverse__L01.jpg,YBC.13099__reverse,YBC.13099,OB,reverse,1,6,1,True,379.7,365,189,1619,530,235.2,-4.15,1782,1908,2064,4152,4
samples/ebl/YBC.13099/lines/YBC.13099__reverse__L02.jpg,YBC.13099__reverse,YBC.13099,OB,reverse,2,6,2,True,681.1,122,530,1575,798,235.2,-4.15,1782,1908,2064,4152,6
samples/ebl/YBC.13099/lines/YBC.13099__reverse__L03.jpg,YBC.13099__reverse,YBC.13099,OB,reverse,3,6,3,True,916.3,135,798,1672,1038,235.2,-4.15,1782,1908,2064,4152,5
samples/ebl/YBC.13099/lines/YBC.13099__reverse__L04.jpg,YBC.13099__reverse,YBC.13099,OB,reverse,4,6,4,True,1161.4,79,1038,1686,1257,235.2,-4.15,1782,1908,2064,4152,5
samples/ebl/YBC.13099/lines/YBC.13099__reverse__L05.jpg,YBC.13099__reverse,YBC.13099,OB,reverse,5,6,5,True,1354.2,239,1257,1718,1458,235.2,-4.15,1782,1908,2064,4152,5
samples/ebl/YBC.13099/lines/YBC.13099__reverse__L06.jpg,YBC.13099__reverse,YBC.13099,OB,reverse,6,6,6,True,1563.7,22,1458,1640,1739,235.2,-4.15,1782,1908,2064,4152,7
samples/ebl/YBC.13099/lines/YBC.13099__top__L01.jpg,YBC.13099__top,YBC.13099,OB,top,1,2,7,True,553.9,228,370,1955,708,308.9,0.33,1990,1390,1960,10,6
samples/ebl/YBC.13099/lines/YBC.13099__top__L02.jpg,YBC.13099__top,YBC.13099,OB,top,2,2,8,True,862.8,724,708,1338,1020,308.9,0.33,1990,1390,1960,10,1
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L01.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,1,18,1,True,225.0,416,68,1354,346,233.3,-4.71,2724,4458,1818,1362,3
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L02.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,2,18,2,True,467.2,159,346,1241,587,233.3,-4.71,2724,4458,1818,1362,5
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L03.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,3,18,3,True,708.2,513,587,1755,820,233.3,-4.71,2724,4458,1818,1362,6
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L04.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,4,18,4,True,933.2,85,820,962,1043,233.3,-4.71,2724,4458,1818,1362,5
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L05.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,5,18,5,True,1154.4,74,1043,1946,1275,233.3,-4.71,2724,4458,1818,1362,6
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L06.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,6,18,6,True,1397.2,727,1275,1193,1517,233.3,-4.71,2724,4458,1818,1362,1
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L07.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,7,18,7,True,1637.5,449,1517,1375,1752,233.3,-4.71,2724,4458,1818,1362,2
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L08.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,8,18,8,True,1867.5,663,1752,1522,2003,233.3,-4.71,2724,4458,1818,1362,4
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L09.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,9,18,9,True,2140.4,261,2003,1116,2239,233.3,-4.71,2724,4458,1818,1362,4
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L10.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,10,18,10,True,2339.0,804,2239,1707,2453,233.3,-4.71,2724,4458,1818,1362,3
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L11.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,11,18,11,True,2567.1,43,2453,1483,2698,233.3,-4.71,2724,4458,1818,1362,2
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L12.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,12,18,12,True,2830.4,25,2698,857,2936,233.3,-4.71,2724,4458,1818,1362,3
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L13.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,13,18,13,True,3042.0,50,2936,1516,3149,233.3,-4.71,2724,4458,1818,1362,8
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L14.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,14,18,14,True,3257.4,0,3149,1617,3374,233.3,-4.71,2724,4458,1818,1362,7
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L15.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,15,18,15,True,3491.5,0,3374,1899,3622,233.3,-4.71,2724,4458,1818,1362,11
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L16.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,16,18,16,True,3753.8,0,3622,1635,3853,233.3,-4.71,2724,4458,1818,1362,4
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L17.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,17,18,17,True,3953.7,0,3853,2038,4070,233.3,-4.71,2724,4458,1818,1362,8
samples/ebl/YBC.4590/lines/YBC.4590__obverse__L18.jpg,YBC.4590__obverse,YBC.4590,OB,obverse,18,18,18,True,4187.0,92,4070,1463,4338,233.3,-4.71,2724,4458,1818,1362,5
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L01.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,1,12,1,True,307.4,151,8,2267,421,240.5,-6.73,2740,4468,1924,7054,13
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L02.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,2,12,2,True,534.9,555,421,2283,615,240.5,-6.73,2740,4468,1924,7054,6
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L03.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,3,12,3,True,695.5,106,615,2453,802,240.5,-6.73,2740,4468,1924,7054,7
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L04.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,4,12,4,True,909.7,118,802,2740,1020,240.5,-6.73,2740,4468,1924,7054,12
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L05.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,5,12,5,True,1131.1,145,1020,2254,1251,240.5,-6.73,2740,4468,1924,7054,9
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L06.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,6,12,6,True,1371.6,499,1251,2740,1470,240.5,-6.73,2740,4468,1924,7054,8
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L07.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,7,12,7,True,1570.3,88,1470,2634,1716,240.5,-6.73,2740,4468,1924,7054,9
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L08.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,8,12,8,True,1862.6,59,1716,2550,1985,240.5,-6.73,2740,4468,1924,7054,7
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L09.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,9,12,9,True,2107.8,17,1985,2491,2245,240.5,-6.73,2740,4468,1924,7054,9
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L10.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,10,12,10,True,2382.4,3,2245,2344,2667,240.5,-6.73,2740,4468,1924,7054,8
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L11.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,11,12,11,True,2974.4,412,2667,2654,3116,240.5,-6.73,2740,4468,1924,7054,6
samples/ebl/YBC.4590/lines/YBC.4590__reverse__L12.jpg,YBC.4590__reverse,YBC.4590,OB,reverse,12,12,12,True,3258.0,417,3116,2376,3482,240.5,-6.73,2740,4468,1924,7054,6
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L01.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,1,7,1,True,369.4,221,132,4034,493,304.0,-5.14,4164,2670,1404,1044,7
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L02.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,2,7,2,True,618.0,252,493,4093,784,304.0,-5.14,4164,2670,1404,1044,8
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L03.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,3,7,3,True,951.0,149,784,4164,1097,304.0,-5.14,4164,2670,1404,1044,9
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L04.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,4,7,4,True,1244.7,79,1097,4082,1398,304.0,-5.14,4164,2670,1404,1044,11
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L05.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,5,7,5,True,1552.2,205,1398,3908,1710,304.0,-5.14,4164,2670,1404,1044,7
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L06.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,6,7,6,True,1869.6,133,1710,3402,2019,304.0,-5.14,4164,2670,1404,1044,7
samples/ebl/YBC.5056/lines/YBC.5056__obverse__L07.jpg,YBC.5056__obverse,YBC.5056,OB,obverse,7,7,7,True,2170.1,297,2019,1456,2344,304.0,-5.14,4164,2670,1404,1044,2
samples/ebl/YBC.5056/lines/YBC.5056__reverse__L01.jpg,YBC.5056__reverse,YBC.5056,OB,reverse,1,5,1,True,347.5,161,188,3252,473,291.3,-4.94,4120,2608,1453,4555,7
samples/ebl/YBC.5056/lines/YBC.5056__reverse__L02.jpg,YBC.5056__reverse,YBC.5056,OB,reverse,2,5,2,True,600.4,137,473,3009,749,291.3,-4.94,4120,2608,1453,4555,6
samples/ebl/YBC.5056/lines/YBC.5056__reverse__L03.jpg,YBC.5056__reverse,YBC.5056,OB,reverse,3,5,3,True,899.1,38,749,3989,1046,291.3,-4.94,4120,2608,1453,4555,8
samples/ebl/YBC.5056/lines/YBC.5056__reverse__L04.jpg,YBC.5056__reverse,YBC.5056,OB,reverse,4,5,4,True,1193.9,73,1046,3908,1337,291.3,-4.94,4120,2608,1453,4555,4
samples/ebl/YBC.5056/lines/YBC.5056__reverse__L05.jpg,YBC.5056__reverse,YBC.5056,OB,reverse,5,5,5,True,1481.7,74,1337,3853,1687,291.3,-4.94,4120,2608,1453,4555,6
samples/ebl/YBC.5722/lines/YBC.5722__bottom__L01.jpg,YBC.5722__bottom,YBC.5722,OB,bottom,1,3,14,True,250.9,214,82,1965,369,286.7,-3.22,2152,1324,2287,4735,6
samples/ebl/YBC.5722/lines/YBC.5722__bottom__L02.jpg,YBC.5722__bottom,YBC.5722,OB,bottom,2,3,15,True,487.5,139,369,1783,655,286.7,-3.22,2152,1324,2287,4735,4
samples/ebl/YBC.5722/lines/YBC.5722__bottom__L03.jpg,YBC.5722__bottom,YBC.5722,OB,bottom,3,3,16,True,824.3,2,655,2034,1011,286.7,-3.22,2152,1324,2287,4735,8
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L01.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,1,13,1,True,310.9,169,126,1324,428,216.5,-5.08,2206,3388,2260,1372,3
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L02.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,2,13,2,True,545.1,213,428,1728,644,216.5,-5.08,2206,3388,2260,1372,4
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L03.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,3,13,3,True,744.3,189,644,1780,844,216.5,-5.08,2206,3388,2260,1372,5
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L04.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,4,13,4,True,945.6,166,844,1566,1048,216.5,-5.08,2206,3388,2260,1372,4
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L05.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,5,13,5,True,1151.0,143,1048,2151,1269,216.5,-5.08,2206,3388,2260,1372,7
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L06.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,6,13,6,True,1387.2,119,1269,2082,1496,216.5,-5.08,2206,3388,2260,1372,6
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L07.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,7,13,7,True,1605.2,112,1496,2094,1732,216.5,-5.08,2206,3388,2260,1372,7
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L08.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,8,13,8,True,1859.4,0,1732,2028,1966,216.5,-5.08,2206,3388,2260,1372,6
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L09.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,9,13,9,True,2074.4,158,1966,1941,2173,216.5,-5.08,2206,3388,2260,1372,3
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L10.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,10,13,10,True,2272.4,137,2173,1951,2381,216.5,-5.08,2206,3388,2260,1372,6
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L11.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,11,13,11,True,2490.4,74,2381,1820,2565,216.5,-5.08,2206,3388,2260,1372,3
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L12.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,12,13,12,True,2640.1,104,2565,1801,2766,216.5,-5.08,2206,3388,2260,1372,4
samples/ebl/YBC.5722/lines/YBC.5722__obverse__L13.jpg,YBC.5722__obverse,YBC.5722,OB,obverse,13,13,13,True,2893.0,0,2766,1946,3127,216.5,-5.08,2206,3388,2260,1372,8
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L01.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,1,16,1,True,107.4,439,0,1143,213,201.7,-4.17,2190,3378,2268,6054,2
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L02.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,2,16,2,True,319.9,135,213,2190,422,201.7,-4.17,2190,3378,2268,6054,9
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L03.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,3,16,3,True,525.1,324,422,1858,591,201.7,-4.17,2190,3378,2268,6054,5
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L04.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,4,16,4,True,657.4,89,591,2058,753,201.7,-4.17,2190,3378,2268,6054,5
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L05.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,5,16,5,True,849.4,61,753,2147,947,201.7,-4.17,2190,3378,2268,6054,4
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L06.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,6,16,6,True,1045.7,41,947,1985,1146,201.7,-4.17,2190,3378,2268,6054,5
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L07.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,7,16,7,True,1247.4,16,1146,2062,1342,201.7,-4.17,2190,3378,2268,6054,7
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L08.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,8,16,8,True,1438.1,0,1342,1972,1533,201.7,-4.17,2190,3378,2268,6054,7
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L09.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,9,16,9,True,1628.7,0,1533,1873,1734,201.7,-4.17,2190,3378,2268,6054,6
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L10.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,10,16,10,True,1841.1,0,1734,1838,1942,201.7,-4.17,2190,3378,2268,6054,6
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L11.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,11,16,11,True,2044.6,0,1942,1882,2132,201.7,-4.17,2190,3378,2268,6054,6
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L12.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,12,16,12,True,2221.1,0,2132,1993,2289,201.7,-4.17,2190,3378,2268,6054,3
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L13.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,13,16,13,True,2358.8,0,2289,1175,2462,201.7,-4.17,2190,3378,2268,6054,4
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L14.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,14,16,14,True,2566.0,0,2462,2169,2692,201.7,-4.17,2190,3378,2268,6054,6
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L15.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,15,16,15,True,2818.8,0,2692,1686,2940,201.7,-4.17,2190,3378,2268,6054,5
samples/ebl/YBC.5722/lines/YBC.5722__reverse__L16.jpg,YBC.5722__reverse,YBC.5722,OB,reverse,16,16,16,True,3061.9,30,2940,1081,3245,201.7,-4.17,2190,3378,2268,6054,2
samples/ebl/YBC.6236/lines/YBC.6236__bottom__tablet__L01.jpg,YBC.6236__bottom__tablet,YBC.6236,OB,bottom,1,3,14,True,637.7,247,417,1567,782,289.0,-5.67,2870,1928,1685,5603,3
samples/ebl/YBC.6236/lines/YBC.6236__bottom__tablet__L02.jpg,YBC.6236__bottom__tablet,YBC.6236,OB,bottom,2,3,15,True,926.7,236,782,2503,1071,289.0,-5.67,2870,1928,1685,5603,7
samples/ebl/YBC.6236/lines/YBC.6236__bottom__tablet__L03.jpg,YBC.6236__bottom__tablet,YBC.6236,OB,bottom,3,3,16,True,1215.7,236,1071,2503,1363,289.0,-5.67,2870,1928,1685,5603,0
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L01.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,1,13,1,True,467.6,160,305,1326,610,285.6,-2.17,2742,4374,1764,1506,2
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L02.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,2,13,2,True,753.3,171,610,1996,896,285.6,-2.17,2742,4374,1764,1506,10
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L03.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,3,13,3,True,1039.1,239,896,2434,1181,285.6,-2.17,2742,4374,1764,1506,6
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L04.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,4,13,4,True,1324.6,129,1181,2145,1455,285.6,-2.17,2742,4374,1764,1506,3
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L05.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,5,13,5,True,1585.4,142,1455,2288,1742,285.6,-2.17,2742,4374,1764,1506,5
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L06.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,6,13,6,True,1898.9,87,1742,2562,2055,285.6,-2.17,2742,4374,1764,1506,8
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L07.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,7,13,7,True,2211.8,115,2055,2553,2344,285.6,-2.17,2742,4374,1764,1506,6
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L08.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,8,13,8,True,2477.6,163,2344,1872,2606,285.6,-2.17,2742,4374,1764,1506,3
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L09.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,9,13,9,True,2734.6,118,2606,2283,2890,285.6,-2.17,2742,4374,1764,1506,6
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L10.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,10,13,10,True,3047.0,148,2890,1984,3189,285.6,-2.17,2742,4374,1764,1506,4
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L11.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,11,13,11,True,3331.8,123,3189,2059,3468,285.6,-2.17,2742,4374,1764,1506,6
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L12.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,12,13,12,True,3605.5,90,3468,2369,3748,285.6,-2.17,2742,4374,1764,1506,8
samples/ebl/YBC.6236/lines/YBC.6236__obverse__tablet__L13.jpg,YBC.6236__obverse__tablet,YBC.6236,OB,obverse,13,13,13,True,3891.6,582,3748,1903,4125,285.6,-2.17,2742,4374,1764,1506,3
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L01.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,1,13,1,True,373.9,527,192,1745,505,277.3,-4.39,2718,4404,1866,7242,3
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L02.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,2,13,2,True,636.6,148,505,2234,778,277.3,-4.39,2718,4404,1866,7242,5
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L03.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,3,13,3,True,920.8,79,778,2061,1044,277.3,-4.39,2718,4404,1866,7242,5
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L04.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,4,13,4,True,1168.7,72,1044,2663,1303,277.3,-4.39,2718,4404,1866,7242,4
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L05.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,5,13,5,True,1438.9,313,1303,2405,1623,277.3,-4.39,2718,4404,1866,7242,8
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L06.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,6,13,6,True,1807.7,22,1623,2487,1958,277.3,-4.39,2718,4404,1866,7242,7
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L07.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,7,13,7,True,2109.5,0,1958,2541,2241,277.3,-4.39,2718,4404,1866,7242,5
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L08.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,8,13,8,True,2373.0,0,2241,2577,2508,277.3,-4.39,2718,4404,1866,7242,8
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L09.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,9,13,9,True,2643.5,0,2508,1860,2743,277.3,-4.39,2718,4404,1866,7242,4
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L10.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,10,13,10,True,2844.4,0,2743,2272,3023,277.3,-4.39,2718,4404,1866,7242,4
samples/ebl/YBC.6236/lines/YBC.6236__reverse__tablet__L11.jpg,YBC.6236__reverse__tablet,YBC.6236,OB,reverse,11,13,11,True,3202.9,0,3023,2326,3385,277.3,-4.39,2718,4404,1866,7242,9
